v1,two_yr_recidivism,number_of_priors,age_above_fourtyfive,age_below_twentyfive,female,misdemeanor,ethnicity,probability,predicted,recidivism
4182,no,-.68435776,no,no,Female,no,African_American,.33213472,0,0
6018,yes,-.68435776,no,no,Male,no,African_American,.40647036,0,1
3052,no,-.68435776,yes,no,Male,yes,African_American,.21801344,0,0
3149,no,-.68435776,no,no,Male,yes,African_American,.36044151,0,0
3786,yes,-.68435776,no,yes,Female,yes,African_American,.43437764,0,1
5321,no,-.0519493,no,no,Female,no,African_American,.45543933,0,0
5776,no,-.68435776,yes,no,Male,yes,African_American,.23868801,0,0
3877,yes,-.68435776,no,no,Female,no,African_American,.33213472,0,1
3160,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
284,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
3539,no,.36965632,yes,no,Female,no,African_American,.36792839,0,0
1659,yes,-.68435776,no,no,Male,no,African_American,.41522026,0,1
2737,yes,.15885352,no,no,Female,no,African_American,.48818523,0,1
3722,yes,-.68435776,no,no,Male,yes,African_American,.36588952,0,1
1891,yes,-.47355494,yes,no,Male,yes,African_American,.23713851,0,1
375,no,-.0519493,yes,no,Female,no,African_American,.27020061,0,0
5530,yes,.15885352,yes,no,Male,no,African_American,.4145101,0,1
4299,no,-.47355494,no,no,Male,no,African_American,.46062744,0,0
5010,yes,-.68435776,no,no,Male,no,African_American,.41522026,0,1
5027,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
4968,no,-.0519493,no,no,Male,yes,African_American,.48566777,0,0
4657,yes,-.0519493,yes,no,Male,no,African_American,.36872539,0,1
177,no,-.68435776,no,no,Female,no,African_American,.33213472,0,0
5040,no,-.26275212,no,no,Male,no,African_American,.49992475,0,0
6020,yes,-.26275212,no,no,Male,no,African_American,.49370551,0,1
2132,no,-.47355494,no,no,Male,yes,African_American,.40037635,0,0
3478,no,-.68435776,yes,no,Male,yes,African_American,.23868801,0,0
2887,no,-.0519493,no,no,Female,no,African_American,.45786911,0,0
875,no,-.47355494,no,no,Male,no,African_American,.46062744,0,0
927,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
4428,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
1368,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
1135,no,-.47355494,yes,no,Male,no,African_American,.3128528,0,0
2830,no,-.47355494,no,no,Male,no,African_American,.44663948,0,0
2422,no,.36965632,yes,no,Male,no,African_American,.45708701,0,0
1480,no,-.68435776,no,no,Male,yes,African_American,.36721933,0,0
2798,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
1792,yes,-.68435776,no,no,Male,no,African_American,.40647036,0,1
5754,yes,-.26275212,no,no,Male,no,African_American,.49719575,0,1
3254,yes,-.68435776,no,no,Male,no,African_American,.41522026,0,1
5898,yes,-.26275212,no,no,Male,yes,African_American,.44554615,0,1
2802,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
5640,no,-.68435776,yes,no,Male,yes,African_American,.22375812,0,0
2951,yes,-.47355494,no,no,Male,no,African_American,.46062744,0,1
50,no,.15885352,yes,no,Male,yes,African_American,.36568037,0,0
162,yes,-.26275212,no,no,Male,yes,African_American,.44259894,0,1
883,yes,-.47355494,no,no,Male,yes,African_American,.40037635,0,1
2854,no,-.47355494,no,no,Male,no,African_American,.45937833,0,0
2969,no,-.68435776,no,no,Male,yes,African_American,.36721933,0,0
558,yes,-.47355494,no,no,Male,yes,African_American,.3893519,0,1
1620,no,-.47355494,yes,no,Male,no,African_American,.3128528,0,0
4406,no,-.47355494,no,no,Male,no,African_American,.45054832,0,0
684,no,-.68435776,no,no,Female,yes,African_American,.27092603,0,0
2014,no,-.68435776,no,no,Male,no,African_American,.41739079,0,0
4340,yes,-.68435776,yes,no,Male,yes,African_American,.22375812,0,1
2254,no,-.47355494,no,no,Male,no,African_American,.44663948,0,0
5999,no,-.26275212,yes,no,Male,yes,African_American,.2895962,0,0
4310,no,-.47355494,yes,no,Male,no,African_American,.3041645,0,0
756,no,-.0519493,yes,no,Male,no,African_American,.37696376,0,0
3465,no,-.47355494,no,no,Male,yes,African_American,.40184784,0,0
2538,no,-.68435776,no,no,Female,yes,African_American,.28823176,0,0
2857,yes,-.47355494,no,no,Male,yes,African_American,.40509328,0,1
1741,no,-.26275212,no,no,Male,yes,African_American,.42861781,0,0
435,no,-.26275212,no,no,Male,yes,African_American,.44554615,0,0
4255,yes,-.47355494,no,no,Male,no,African_American,.45054832,0,1
1523,yes,-.68435776,no,no,Female,no,African_American,.32082683,0,1
3879,no,-.47355494,no,no,Male,no,African_American,.46062744,0,0
5656,no,-.26275212,no,no,Male,no,African_American,.49992475,0,0
2622,no,-.68435776,yes,no,Female,yes,African_American,.17211485,0,0
3027,yes,-.68435776,no,no,Female,no,African_American,.3188324,0,1
2739,no,-.47355494,yes,no,Male,yes,African_American,.23713851,0,0
1643,no,-.26275212,no,no,Male,no,African_American,.49992475,0,0
3085,no,-.68435776,no,no,Male,yes,African_American,.36044151,0,0
4783,no,-.68435776,no,no,Male,yes,African_American,.35958323,0,0
3403,yes,-.47355494,no,no,Male,yes,African_American,.40509328,0,1
2374,no,-.68435776,no,no,Female,no,African_American,.34031779,0,0
1348,no,-.47355494,no,no,Male,no,African_American,.4559094,0,0
4326,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
3364,no,-.68435776,no,no,Female,yes,African_American,.27555704,0,0
318,no,-.47355494,no,no,Male,yes,African_American,.40616393,0,0
1187,yes,-.68435776,no,no,Male,no,African_American,.4081226,0,1
4285,no,-.68435776,no,no,Female,yes,African_American,.28823176,0,0
2974,yes,-.0519493,yes,no,Male,yes,African_American,.30638412,0,1
1702,no,-.68435776,no,no,Female,yes,African_American,.27555704,0,0
4555,yes,-.47355494,yes,no,Male,no,African_American,.2832337,0,1
828,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
5521,no,-.68435776,yes,no,Male,no,African_American,.26144788,0,0
2205,yes,-.47355494,no,no,Male,no,African_American,.46062744,0,1
738,yes,-.68435776,no,no,Male,no,African_American,.4081226,0,1
77,no,-.47355494,no,no,Female,yes,African_American,.30981082,0,0
3586,yes,-.68435776,no,no,Male,no,African_American,.41739079,0,1
545,no,-.68435776,no,yes,Female,no,African_American,.49398586,0,0
4203,yes,-.0519493,no,no,Male,yes,African_American,.48839751,0,1
752,no,-.47355494,no,no,Male,no,African_American,.45054832,0,0
3777,yes,-.68435776,yes,no,Male,no,African_American,.27839833,0,1
336,no,.36965632,yes,no,Male,no,African_American,.46894062,0,0
2916,yes,-.68435776,no,no,Male,no,African_American,.41936269,0,1
260,no,-.68435776,no,no,Male,yes,African_American,.35147047,0,0
71,no,-.47355494,no,no,Male,yes,African_American,.40037635,0,0
1338,no,-.68435776,no,yes,Female,no,African_American,.49398586,0,0
1336,no,-.26275212,no,no,Male,yes,African_American,.44259894,0,0
5138,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
4955,yes,-.68435776,no,no,Male,no,African_American,.41522026,0,1
4466,no,-.68435776,no,no,Male,no,African_American,.4081226,0,0
1222,no,-.26275212,no,no,Male,yes,African_American,.44632554,0,0
1023,no,-.68435776,no,no,Female,yes,African_American,.27832747,0,0
1092,no,-.26275212,no,no,Male,no,African_American,.49992475,0,0
3807,no,-.0519493,yes,no,Male,no,African_American,.35959461,0,0
4307,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
317,no,-.47355494,no,no,Male,no,African_American,.45054832,0,0
1425,yes,-.47355494,no,no,Male,no,African_American,.45937833,0,1
560,yes,-.26275212,yes,no,Male,yes,African_American,.27036819,0,1
4712,no,-.47355494,no,no,Male,yes,African_American,.40037635,0,0
4625,yes,-.0519493,no,no,Male,yes,African_American,.48673356,0,1
4252,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
4014,no,-.26275212,no,no,Female,yes,African_American,.3641412,0,0
1602,yes,-.47355494,no,no,Male,no,African_American,.46062744,0,1
2518,yes,-.47355494,no,no,Male,yes,African_American,.40037635,0,1
3117,yes,-.26275212,no,no,Male,no,African_American,.49992475,0,1
2505,no,-.26275212,no,no,Male,yes,African_American,.44259894,0,0
3933,yes,-.68435776,no,no,Male,yes,African_American,.36588952,0,1
1673,no,.36965632,yes,no,Male,yes,African_American,.41778731,0,0
599,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
449,no,-.68435776,no,no,Male,no,African_American,.41739079,0,0
3039,no,-.68435776,yes,no,Male,yes,African_American,.22375812,0,0
1824,yes,-.0519493,no,no,Female,no,African_American,.43479121,0,1
1487,no,.15885352,yes,no,Male,yes,African_American,.36568037,0,0
4379,no,-.26275212,no,no,Male,no,African_American,.49370551,0,0
4352,no,-.26275212,no,no,Male,no,African_American,.49992475,0,0
2514,no,-.68435776,yes,no,Female,no,African_American,.21182737,0,0
228,no,-.68435776,yes,no,Female,no,African_American,.17936802,0,0
3315,yes,-.47355494,no,no,Male,yes,African_American,.40509328,0,1
1678,no,-.68435776,no,no,Female,no,African_American,.34031779,0,0
431,no,-.68435776,no,no,Female,yes,African_American,.30418095,0,0
4458,no,-.47355494,no,no,Male,yes,African_American,.40037635,0,0
546,no,-.68435776,no,no,Male,no,African_American,.41739079,0,0
1513,no,-.26275212,no,no,Male,no,African_American,.49370551,0,0
2720,yes,-.47355494,no,no,Male,no,African_American,.4559094,0,1
187,no,-.68435776,yes,no,Male,no,African_American,.27839833,0,0
884,yes,-.68435776,no,no,Male,yes,African_American,.35147047,0,1
2770,no,-.47355494,no,no,Male,no,African_American,.44663948,0,0
792,no,-.47355494,no,no,Male,no,African_American,.4559094,0,0
1887,yes,-.47355494,no,no,Male,yes,African_American,.40184784,0,1
3861,no,-.68435776,no,no,Female,yes,African_American,.27832747,0,0
1647,no,-.47355494,no,no,Male,no,African_American,.45937833,0,0
5149,yes,-.0519493,no,no,Female,yes,African_American,.3846648,0,1
3903,no,-.68435776,no,no,Female,no,African_American,.34031779,0,0
4906,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
244,yes,-.47355494,no,no,Male,yes,African_American,.3893519,0,1
1908,no,-.47355494,yes,no,Male,no,African_American,.2832337,0,0
128,yes,-.26275212,no,no,Male,no,African_American,.49370551,0,1
1903,no,-.26275212,yes,no,Male,no,African_American,.32021135,0,0
3422,yes,-.47355494,yes,no,Male,yes,African_American,.25528476,0,1
5994,no,-.47355494,no,no,Female,no,African_American,.37811416,0,0
873,yes,.36965632,no,no,Female,yes,African_American,.46540889,0,1
4164,yes,-.68435776,yes,no,Male,no,African_American,.24896234,0,1
5510,no,-.26275212,no,no,Male,yes,African_American,.44632554,0,0
4090,yes,-.26275212,no,no,Male,no,African_American,.49370551,0,1
5021,no,-.68435776,no,no,Male,yes,African_American,.36044151,0,0
4037,no,-.47355494,no,no,Male,no,African_American,.46062744,0,0
1502,no,-.68435776,no,no,Male,no,African_American,.4081226,0,0
4123,no,-.68435776,no,no,Male,yes,African_American,.36721933,0,0
4410,no,.15885352,yes,no,Male,no,African_American,.41583109,0,0
276,no,-.68435776,no,no,Female,no,African_American,.33213472,0,0
2244,no,-.47355494,no,no,Female,no,African_American,.36024567,0,0
6093,no,-.68435776,yes,no,Male,yes,African_American,.20683518,0,0
4849,no,-.68435776,yes,no,Male,no,African_American,.24896234,0,0
4361,no,-.47355494,yes,no,Male,yes,African_American,.26271331,0,0
3542,no,-.68435776,no,no,Male,yes,African_American,.36721933,0,0
3541,yes,-.68435776,yes,no,Male,no,African_American,.26144788,0,1
4217,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
3885,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
2924,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
685,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
4449,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
4939,no,-.47355494,no,no,Male,yes,African_American,.40616393,0,0
2416,yes,-.47355494,no,no,Male,yes,African_American,.40184784,0,1
5425,no,-.47355494,no,no,Female,yes,African_American,.31211957,0,0
3166,no,-.26275212,no,no,Female,no,African_American,.39461985,0,0
6019,no,-.47355494,no,no,Female,yes,African_American,.30698502,0,0
5297,no,-.68435776,no,no,Female,yes,African_American,.27832747,0,0
4450,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
3511,no,-.68435776,no,no,Male,yes,African_American,.36044151,0,0
5041,yes,-.47355494,no,no,Female,yes,African_American,.31211957,0,1
2322,no,-.47355494,yes,no,Male,yes,African_American,.27006724,0,0
4753,no,-.47355494,no,no,Male,no,African_American,.45054832,0,0
619,yes,.15885352,no,no,Female,no,African_American,.48818523,0,1
1653,no,-.68435776,no,no,Male,no,African_American,.41739079,0,0
3524,no,-.47355494,no,no,Male,yes,African_American,.3893519,0,0
2346,yes,-.68435776,no,no,Female,yes,African_American,.27555704,0,1
3745,no,-.68435776,no,no,Male,yes,African_American,.36044151,0,0
3300,yes,-.26275212,yes,no,Female,no,African_American,.23698485,0,1
5527,yes,-.68435776,yes,no,Female,no,African_American,.17936802,0,1
2607,no,-.68435776,no,yes,Female,yes,African_American,.47401428,0,0
6171,no,-.0519493,no,no,Female,yes,African_American,.41714308,0,0
6013,no,-.26275212,no,no,Male,yes,African_American,.44632554,0,0
4376,yes,-.0519493,no,no,Male,yes,African_American,.46880352,0,1
2893,no,-.68435776,no,no,Male,no,African_American,.41739079,0,0
2042,no,-.47355494,yes,no,Male,no,African_American,.3041645,0,0
5461,yes,-.68435776,no,no,Female,no,African_American,.32082683,0,1
5190,no,-.26275212,no,no,Male,yes,African_American,.44470337,0,0
4173,yes,-.47355494,no,no,Male,no,African_American,.45054832,0,1
4905,no,-.26275212,no,no,Male,yes,African_American,.44470337,0,0
4779,no,-.47355494,no,no,Male,yes,African_American,.40037635,0,0
1582,yes,-.68435776,no,yes,Female,yes,African_American,.44525382,0,1
6156,no,-.68435776,no,no,Male,yes,African_American,.35958323,0,0
5023,no,-.47355494,no,no,Female,yes,African_American,.30698502,0,0
196,no,-.68435776,no,no,Male,yes,African_American,.36721933,0,0
639,no,-.0519493,no,no,Female,no,African_American,.45786911,0,0
2989,no,-.47355494,no,no,Male,yes,African_American,.40184784,0,0
4741,yes,-.68435776,no,no,Male,no,African_American,.41522026,0,1
961,no,.36965632,yes,no,Male,no,African_American,.45708701,0,0
2184,no,-.68435776,yes,no,Female,yes,African_American,.18549782,0,0
561,no,-.68435776,no,no,Male,yes,African_American,.36721933,0,0
1108,no,-.68435776,no,no,Male,yes,African_American,.35147047,0,0
5379,yes,-.68435776,no,yes,Female,yes,African_American,.43437764,0,1
3310,no,-.0519493,no,no,Female,yes,African_American,.38576728,0,0
5585,no,-.68435776,no,no,Female,yes,African_American,.27832747,0,0
2131,yes,-.68435776,yes,no,Male,yes,African_American,.22375812,0,1
4487,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
841,no,-.68435776,no,yes,Female,yes,African_American,.44525382,0,0
4294,yes,-.0519493,yes,no,Male,no,African_American,.37696376,0,1
5419,yes,-.0519493,yes,no,Male,no,African_American,.38802853,0,1
5541,yes,-.68435776,yes,no,Male,yes,African_American,.20683518,0,1
2789,yes,-.68435776,no,no,Male,no,African_American,.4081226,0,1
3564,yes,-.47355494,no,no,Male,yes,African_American,.40184784,0,1
3523,no,-.68435776,no,yes,Female,yes,African_American,.44525382,0,0
1339,no,-.47355494,yes,no,Female,no,African_American,.23726445,0,0
1148,no,-.0519493,no,no,Male,yes,African_American,.48566777,0,0
2546,no,-.0519493,no,no,Female,yes,African_American,.41714308,0,0
396,no,-.26275212,yes,no,Male,yes,African_American,.27844426,0,0
2859,yes,-.0519493,no,no,Female,no,African_American,.45563006,0,1
415,no,-.47355494,no,no,Male,no,African_American,.4559094,0,0
4872,no,-.47355494,no,no,Female,no,African_American,.35582343,0,0
5829,no,-.26275212,no,no,Male,no,African_American,.49370551,0,0
2393,no,-.47355494,no,no,Male,yes,African_American,.40037635,0,0
618,yes,-.68435776,yes,no,Male,no,African_American,.27839833,0,1
4638,no,-.47355494,no,no,Female,yes,African_American,.34003264,0,0
6006,no,-.68435776,no,no,Male,yes,African_American,.35147047,0,0
5301,yes,-.26275212,no,no,Male,no,African_American,.49719575,0,1
3690,yes,-.47355494,no,no,Female,no,African_American,.37162089,0,1
6052,yes,-.26275212,no,no,Male,yes,African_American,.42861781,0,1
2469,no,-.68435776,no,no,Male,no,African_American,.4081226,0,0
827,yes,.58045918,yes,no,Male,yes,African_American,.44761226,0,1
2868,no,-.47355494,no,no,Male,yes,African_American,.40616393,0,0
1744,no,-.47355494,yes,no,Male,no,African_American,.29601955,0,0
3012,yes,-.26275212,no,no,Male,no,African_American,.49992475,0,1
4440,no,-.68435776,no,no,Female,yes,African_American,.27832747,0,0
2582,yes,-.26275212,no,no,Male,no,African_American,.48751763,0,1
5916,yes,-.0519493,yes,no,Male,yes,African_American,.30638412,0,1
3358,yes,-.68435776,no,yes,Female,no,African_American,.49398586,0,1
5662,yes,-.26275212,no,no,Male,yes,African_American,.44632554,0,1
2,yes,-.68435776,no,no,Male,no,African_American,.41936269,0,1
2685,yes,-.26275212,no,no,Male,yes,African_American,.42861781,0,1
551,yes,-.68435776,no,no,Male,no,African_American,.41522026,0,1
2511,yes,-.47355494,no,no,Male,no,African_American,.4559094,0,1
1224,yes,-.26275212,no,no,Male,no,African_American,.49370551,0,1
1025,yes,-.47355494,no,no,Male,no,African_American,.4559094,0,1
3405,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
3205,no,-.47355494,no,no,Female,no,African_American,.37682724,0,0
4349,yes,-.0519493,no,no,Male,yes,African_American,.48720026,0,1
4417,yes,-.0519493,no,no,Male,yes,African_American,.48720026,0,1
2722,no,-.0519493,yes,no,Male,no,African_American,.37317312,0,0
475,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
1121,no,.15885352,yes,no,Female,no,African_American,.34148738,0,0
1371,no,-.26275212,no,no,Male,no,African_American,.49719575,0,0
4292,no,-.26275212,yes,no,Male,no,African_American,.33360961,0,0
2856,no,-.26275212,no,no,Male,yes,African_American,.42861781,0,0
830,no,-.47355494,no,no,Male,yes,African_American,.3893519,0,0
4117,yes,-.68435776,no,no,Male,yes,African_American,.36721933,0,1
3420,no,-.68435776,yes,no,Female,yes,African_American,.14671649,0,0
6074,yes,-.68435776,no,no,Male,yes,African_American,.35958323,0,1
4258,yes,-.68435776,no,no,Male,yes,African_American,.36721933,0,1
2226,yes,-.68435776,no,no,Male,yes,African_American,.36044151,0,1
5719,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
391,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
529,no,-.47355494,no,no,Male,yes,African_American,.40184784,0,0
5250,yes,.36965632,yes,no,Male,no,African_American,.44379586,0,1
3640,no,-.68435776,yes,no,Female,no,African_American,.20275933,0,0
5214,no,-.68435776,no,no,Female,yes,African_American,.30418095,0,0
239,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
2273,no,-.0519493,no,no,Male,yes,African_American,.48720026,0,0
3954,no,-.47355494,yes,no,Male,no,African_American,.3041645,0,0
5698,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
1317,no,-.68435776,yes,no,Male,no,African_American,.26295942,0,0
199,no,-.68435776,yes,no,Male,no,African_American,.24896234,0,0
3323,yes,-.68435776,no,no,Male,no,African_American,.4081226,0,1
5520,no,-.0519493,yes,no,Female,no,African_American,.30555332,0,0
5226,no,-.26275212,yes,no,Male,yes,African_American,.29575491,0,0
4897,no,-.68435776,no,no,Female,yes,African_American,.28823176,0,0
3024,no,-.68435776,no,no,Male,no,African_American,.40647036,0,0
2684,no,-.26275212,no,no,Female,no,African_American,.39461985,0,0
5625,yes,-.26275212,yes,no,Female,yes,African_American,.22349855,0,1
3667,yes,-.68435776,yes,no,Male,yes,African_American,.23868801,0,1
1199,yes,-.68435776,yes,no,Male,yes,African_American,.22375812,0,1
5941,no,-.47355494,no,no,Female,no,African_American,.37811416,0,0
2408,no,-.47355494,no,no,Male,yes,African_American,.40509328,0,0
5317,no,-.26275212,yes,no,Female,no,African_American,.26527718,0,0
2373,no,-.0519493,no,no,Male,yes,African_American,.48720026,0,0
589,no,-.26275212,no,no,Male,yes,African_American,.44470337,0,0
3865,no,-.26275212,no,no,Male,yes,African_American,.44554615,0,0
3648,no,-.47355494,no,no,Female,no,African_American,.37682724,0,0
2693,no,-.0519493,no,no,Female,no,African_American,.45786911,0,0
5217,no,-.68435776,no,yes,Female,no,African_American,.49398586,0,0
3082,no,-.47355494,yes,no,Male,yes,African_American,.26271331,0,0
2717,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
131,yes,-.47355494,yes,no,Female,no,African_American,.23084742,0,1
4831,no,-.26275212,no,no,Male,no,African_American,.49992475,0,0
993,no,.15885352,yes,no,Male,yes,African_American,.37813592,0,0
512,no,-.47355494,no,no,Female,no,African_American,.37162089,0,0
4799,yes,-.68435776,yes,no,Male,no,African_American,.24896234,0,1
6142,yes,.79126197,yes,no,Male,yes,African_American,.47143814,0,1
2847,no,-.68435776,yes,no,Female,yes,African_American,.17127718,0,0
854,no,-.26275212,no,no,Male,no,African_American,.49719575,0,0
5159,no,-.47355494,no,no,Female,yes,African_American,.32503867,0,0
4078,no,-.0519493,no,no,Female,yes,African_American,.38576728,0,0
4005,no,.15885352,yes,no,Male,no,African_American,.42800331,0,0
3224,no,-.47355494,no,no,Male,no,African_American,.45054832,0,0
3735,no,-.47355494,no,no,Male,no,African_American,.46062744,0,0
747,no,-.47355494,no,no,Female,yes,African_American,.30981082,0,0
220,no,-.47355494,no,no,Male,yes,African_American,.40509328,0,0
1492,yes,-.68435776,no,no,Male,no,African_American,.41739079,0,1
2378,yes,-.68435776,no,no,Male,no,African_American,.40647036,0,1
4598,no,-.47355494,no,no,Male,no,African_American,.45054832,0,0
903,no,-.26275212,yes,no,Male,no,African_American,.33360961,0,0
1306,no,-.68435776,yes,no,Male,yes,African_American,.21801344,0,0
2077,yes,-.47355494,no,no,Male,no,African_American,.45937833,0,1
399,no,-.47355494,no,no,Male,yes,African_American,.40509328,0,0
3034,yes,-.26275212,yes,no,Male,yes,African_American,.2895962,0,1
5751,yes,-.68435776,no,no,Male,yes,African_American,.35147047,0,1
2207,yes,-.47355494,no,no,Male,no,African_American,.4559094,0,1
2294,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
3374,yes,-.26275212,no,no,Male,no,African_American,.49719575,0,1
1867,yes,-.68435776,no,no,Male,yes,African_American,.35958323,0,1
5338,no,-.47355494,no,no,Male,no,African_American,.45054832,0,0
4208,yes,-.68435776,no,yes,Female,no,African_American,.49398586,0,1
1034,yes,-.26275212,no,no,Female,no,African_American,.41568989,0,1
3231,no,-.47355494,no,no,Female,yes,African_American,.31211957,0,0
27,yes,-.68435776,no,no,Male,no,African_American,.41739079,0,1
2372,no,-.68435776,no,no,Male,yes,African_American,.36044151,0,0
620,no,-.26275212,yes,no,Male,no,African_American,.33961731,0,0
1074,no,-.68435776,no,no,Male,yes,African_American,.35958323,0,0
333,no,-.26275212,no,no,Male,no,African_American,.49370551,0,0
5796,yes,-.68435776,no,no,Female,yes,African_American,.27832747,0,1
2173,yes,-.68435776,yes,no,Male,no,African_American,.24896234,0,1
60,no,-.68435776,yes,no,Female,yes,African_American,.14671649,0,0
3223,no,-.47355494,no,no,Male,yes,African_American,.3893519,0,0
2161,yes,-.0519493,no,no,Female,no,African_American,.43479121,0,1
134,yes,.15885352,no,no,Female,no,African_American,.49614924,0,1
1985,no,-.0519493,yes,no,Male,no,African_American,.38802853,0,0
4956,no,-.68435776,no,no,Female,yes,African_American,.27092603,0,0
5792,no,.15885352,yes,no,Male,no,African_American,.40096465,0,0
1090,no,-.47355494,no,no,Female,no,African_American,.36024567,0,0
5140,no,-.68435776,no,no,Male,no,African_American,.41739079,0,0
3463,no,-.47355494,no,no,Female,no,African_American,.37162089,0,0
5165,yes,-.26275212,no,no,Male,no,African_American,.49992475,0,1
5638,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
5204,no,-.47355494,no,no,Male,no,African_American,.46062744,0,0
5695,no,-.68435776,no,no,Male,no,African_American,.4081226,0,0
1595,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
948,yes,-.68435776,no,no,Male,yes,African_American,.36721933,0,1
3554,yes,-.0519493,yes,no,Male,no,African_American,.37317312,0,1
3493,no,-.68435776,yes,no,Male,no,African_American,.26144788,0,0
2689,no,-.47355494,yes,no,Female,no,African_American,.20669584,0,0
4181,no,-.68435776,no,yes,Female,yes,African_American,.47401428,0,0
2551,no,-.47355494,no,no,Female,yes,African_American,.31211957,0,0
1660,no,-.47355494,no,no,Male,yes,African_American,.40037635,0,0
4951,no,-.0519493,yes,no,Female,no,African_American,.30038992,0,0
3936,yes,-.68435776,no,no,Female,yes,African_American,.27555704,0,1
3629,no,-.68435776,yes,no,Male,no,African_American,.26295942,0,0
4922,no,.15885352,no,no,Female,no,African_American,.49884853,0,0
4530,no,-.47355494,no,no,Male,yes,African_American,.40184784,0,0
808,yes,-.47355494,no,no,Male,yes,African_American,.40509328,0,1
623,no,-.68435776,no,no,Male,no,African_American,.4081226,0,0
2357,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
3721,no,-.0519493,no,no,Female,no,African_American,.45786911,0,0
4185,yes,-.47355494,no,no,Male,yes,African_American,.40616393,0,1
591,no,-.47355494,no,no,Male,no,African_American,.45054832,0,0
1460,yes,-.68435776,no,no,Male,yes,African_American,.35147047,0,1
1550,no,-.68435776,no,no,Female,yes,African_American,.30418095,0,0
1714,no,-.68435776,no,no,Male,yes,African_American,.35958323,0,0
4674,no,.36965632,yes,no,Female,no,African_American,.34473774,0,0
70,no,-.68435776,no,no,Male,no,African_American,.4081226,0,0
1645,yes,-.47355494,no,no,Male,no,African_American,.45937833,0,1
5904,no,-.47355494,no,no,Female,no,African_American,.35582343,0,0
1817,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
3955,no,-.68435776,no,no,Male,no,African_American,.41739079,0,0
1453,no,-.0519493,no,no,Female,no,African_American,.43479121,0,0
870,no,.36965632,yes,no,Female,no,African_American,.37780175,0,0
3279,no,-.68435776,no,no,Male,yes,African_American,.35958323,0,0
4472,no,-.68435776,no,no,Female,no,African_American,.32082683,0,0
4844,no,-.68435776,no,no,Male,yes,African_American,.36588952,0,0
2126,yes,-.68435776,yes,no,Male,no,African_American,.26144788,0,1
180,no,-.47355494,no,no,Female,no,African_American,.35582343,0,0
5536,yes,-.47355494,no,no,Male,yes,African_American,.40509328,0,1
4678,no,-.68435776,no,no,Male,no,African_American,.41739079,0,0
5975,no,-.68435776,yes,no,Male,yes,African_American,.23868801,0,0
1028,no,-.47355494,no,no,Male,yes,African_American,.3893519,0,0
3880,no,-.68435776,no,no,Male,no,African_American,.41936269,0,0
3702,no,-.68435776,no,no,Male,no,African_American,.41522026,0,0
2344,yes,-.0519493,no,no,Male,yes,African_American,.48720026,0,1
2073,no,-.47355494,no,no,Female,no,African_American,.37162089,0,0
5752,yes,-.26275212,no,no,Male,no,African_American,.49370551,0,1
679,yes,-.47355494,no,yes,Female,yes,African_American,.48567352,0,1
2786,yes,-.26275212,no,no,Male,no,African_American,.49992475,0,1
2160,no,-.68435776,no,no,Female,no,African_American,.33213472,0,0
2149,no,-.47355494,yes,no,Male,yes,African_American,.24698895,0,0
1154,no,-.47355494,no,no,Male,yes,African_American,.40616393,0,0
3210,yes,-.68435776,no,no,Male,no,African_American,.40647036,0,1
1263,no,-.26275212,no,no,Male,yes,African_American,.44554615,0,0
5681,yes,-.0519493,no,no,Male,yes,African_American,.48839751,0,1
3654,no,-.68435776,no,yes,Female,yes,African_American,.45164365,0,0
