policyno,plcydate,clm_freq5,clm_amt5,clm_amt,kidsdriv,travtime,car_use,bluebook,retained,npolicy,car_type,red_car,mvr_pts,clm_flag,age,homekids,yoj,income,gender,parent1,jobclass,max_educ,home_val,homevalue,samehome,yearsinhome,area,in_yy,hadclaim,commercial,cartype_panel,cartype_sports,cartype_pickup,cartype_suv,cartype_sedan,cartype_van,redcar,revolked,male,married,singleparent,job_bluecollar,urban,predictedclaim
29686283,1998-08-18,0,0,0,0,45,Commercial,30750,4,1,Panel Truck,no,0,No,46,0,12,108636,M,No,Manager,Masters,0,0,17,17,Urban,FALSE,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,.5386883
29701335,1999-01-29,0,0,3901,0,38,Private,10000,4,2,SUV,no,3,Yes,48,0,15,134640,F,No,Lawyer,Masters,0,0,23,23,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.27943486
29723061,1997-01-11,2,8999,0,0,6,Private,18390,6,1,Van,yes,0,No,33,3,0,0,M,Yes,Home Maker,High School,85078,85078,8,8,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,.24289274
29727521,1998-03-14,0,0,0,0,23,Private,22270,1,3,Sedan,no,0,No,42,2,15,51409,F,No,Lawyer,Masters,205895,205895,15,15,Rural,TRUE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.006628281
29730666,1998-09-26,1,4657,0,1,34,Commercial,17570,1,1,Pickup,no,0,No,38,2,6,21073,F,Yes,Clerical,<High School,91827,91827,1,1,Urban,TRUE,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,.65356988
29737697,1996-12-10,0,0,980,0,55,Commercial,4500,1,1,SUV,no,0,Yes,30,2,0,0,F,Yes,Student,High School,0,0,8,8,Urban,TRUE,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,.87841737
29753271,1994-11-08,0,0,0,0,21,Commercial,21930,1,4,Sedan,no,0,No,48,0,9,2229,F,No,Student,<High School,0,0,1,1,Urban,TRUE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,.33997762
29753765,1997-10-01,1,3841,0,0,45,Commercial,38340,10,1,Panel Truck,yes,6,No,37,0,7,113153,M,No,Professional,Bachelors,281454,281454,9,9,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,.22348706
29768765,1996-05-25,2,32593,7385,0,55,Commercial,18730,1,2,Pickup,no,8,Yes,53,0,9,48780,F,No,Blue Collar,Bachelors,NA,,12,12,Urban,TRUE,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,
29779714,1993-07-07,0,0,0,1,41,Private,11520,1,3,SUV,no,3,No,43,1,7,57170,F,No,Blue Collar,<High School,198402,198402,1,1,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,.42899072
29784838,1997-01-31,0,0,0,0,51,Commercial,28560,7,2,Panel Truck,yes,0,No,60,0,13,99441,M,No,Unknown,PhD,0,0,13,13,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,.33481362
29785897,1997-11-04,4,519,0,0,48,Private,10740,4,1,Sedan,yes,2,No,41,0,10,51424,M,No,Professional,Bachelors,NA,,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,
29792965,1993-10-11,1,44668,6003,1,39,Private,22070,3,1,SUV,no,0,Yes,43,2,11,96011,F,Yes,Professional,Bachelors,320017,320017,4,4,Urban,FALSE,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,.4055514
29808265,1998-06-09,0,0,0,2,26,Commercial,15410,7,1,Sedan,no,0,No,40,2,12,88413,F,No,Blue Collar,High School,246706,246706,1,1,Rural,FALSE,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,.047034565
29808852,1994-12-02,0,0,0,1,17,Private,18170,8,1,SUV,no,1,No,57,3,15,94890,F,No,Manager,Bachelors,267064,267064,12,12,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.13130094
29817291,1998-05-16,0,0,4174,0,13,Commercial,27520,1,3,Panel Truck,yes,0,Yes,52,0,7,73574,M,No,Professional,High School,224049,224049,1,1,Urban,TRUE,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,.37504303
29830993,1997-03-05,0,0,5301,1,39,Private,18910,1,1,Sedan,no,3,Yes,38,2,13,46061,F,Yes,Clerical,Bachelors,0,0,9,9,Urban,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,.38621292
29833351,1998-06-22,0,0,0,0,45,Commercial,24540,4,1,Pickup,no,0,No,52,0,13,31742,F,No,Unknown,Masters,0,0,10,10,Rural,FALSE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.05722763
29837582,1997-11-20,0,0,0,0,34,Private,21720,1,2,Van,no,0,No,53,0,10,142206,M,No,Professional,Bachelors,0,0,9,9,Urban,TRUE,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,.45896855
29847070,1998-06-19,0,0,0,1,26,Private,16150,6,1,Sedan,no,0,No,44,2,12,79076,F,No,Home Maker,Masters,NA,,14,14,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,
29861623,1995-10-26,2,7467,0,0,43,Private,20310,3,1,Van,yes,3,No,49,0,14,34628,M,No,Professional,High School,159544,159544,1,1,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,.29871911
29862288,1998-11-16,0,0,0,0,37,Commercial,27870,1,1,Panel Truck,yes,0,No,26,2,11,180627,M,Yes,Blue Collar,Bachelors,0,0,10,10,Rural,TRUE,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,.087213323
29895367,1994-03-09,2,8167,4389,3,16,Private,3520,1,2,Sedan,no,5,Yes,43,3,15,69245,M,No,Manager,Masters,245316,245316,NA,,Urban,TRUE,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,
29918134,1999-05-09,0,0,7136,0,23,Commercial,7640,1,1,Pickup,yes,0,Yes,45,3,0,0,M,No,Student,<High School,63103,63103,1,1,Urban,TRUE,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,.50139558
29925596,1997-07-02,0,0,0,0,40,Private,18290,1,1,Sports Car,no,1,No,54,0,16,48078,F,No,Clerical,Bachelors,274259,274259,8,8,Urban,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.1898402
29932396,1997-05-29,0,0,0,1,36,Private,9130,6,1,Pickup,yes,0,No,41,1,13,,M,No,Student,High School,0,0,9,9,Rural,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,.037918061
29941675,1993-07-10,0,0,0,0,23,Private,6900,1,1,SUV,no,4,No,54,0,10,139157,F,No,Professional,PhD,0,0,NA,,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
29950882,1997-02-16,2,7291,2574,0,41,Private,19300,4,1,Van,yes,4,Yes,29,0,10,74202,M,No,Clerical,Bachelors,0,0,13,13,Urban,FALSE,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,.40923852
29956717,1994-06-25,0,0,0,0,26,Commercial,32570,13,1,Panel Truck,yes,0,No,41,0,14,139975,M,No,Manager,Bachelors,NA,,6,6,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,
29963945,1997-01-06,2,1570,0,0,32,Commercial,8690,17,3,SUV,no,3,No,31,1,13,40851,F,Yes,Blue Collar,High School,181084,181084,1,1,Rural,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,.10589758
29978122,1994-03-28,0,0,0,0,5,Private,10250,10,1,Pickup,yes,0,No,47,0,15,40495,M,No,Blue Collar,<High School,196730,196730,4,4,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,.076866359
29984235,1994-02-24,0,0,0,0,46,Private,5800,1,2,Pickup,no,1,No,43,0,11,190991,M,No,Manager,Masters,NA,,18,18,Urban,TRUE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,
29984756,1993-07-10,2,7205,4042,2,47,Private,5100,9,1,Pickup,no,1,Yes,36,3,0,0,M,Yes,Student,<High School,0,0,8,8,Urban,FALSE,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,.67695051
29991273,1997-01-25,1,43863,4930,1,9,Private,11550,6,1,SUV,no,1,Yes,42,1,10,58489,F,Yes,Lawyer,Masters,0,0,12,12,Urban,FALSE,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,.44607916
29992830,1993-12-31,0,0,0,0,24,Private,20660,9,2,Van,yes,0,No,53,0,14,138550,M,No,Doctor,PhD,398559,398559,14,14,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,.037191063
30034401,1996-06-06,0,0,0,0,44,Private,19890,6,1,Sedan,no,0,No,33,1,NA,111718,F,No,Blue Collar,Bachelors,304908,304908,8,8,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,.0073649422
30034777,1994-06-14,0,0,0,1,21,Private,10340,4,2,SUV,no,0,No,37,2,12,15035,F,No,Clerical,<High School,101132,101132,4,4,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.044025417
30057473,1996-04-21,4,2045,1030,0,31,Private,12550,3,1,Sedan,yes,0,Yes,53,0,12,189052,M,No,Doctor,PhD,0,0,1,1,Urban,FALSE,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,.39108151
30075024,1994-08-12,0,0,0,0,68,Private,15820,13,1,SUV,no,0,No,52,0,11,23196,F,No,Clerical,High School,137379,137379,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.02636227
30075042,1994-09-15,0,0,0,0,22,Private,25040,4,1,Sports Car,no,0,No,38,0,6,10609,F,No,Home Maker,High School,NA,,1,1,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,
30076662,1993-11-05,1,49613,0,0,56,Private,19510,6,1,Van,yes,4,No,49,0,15,62786,M,No,Manager,High School,221669,221669,5,5,Urban,FALSE,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,.31735352
30077702,1993-08-28,0,0,0,0,20,Private,13330,1,2,SUV,no,1,No,27,1,10,60214,F,No,Professional,Masters,174522,174522,10,10,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.022162816
30089079,1996-12-27,0,0,0,0,53,Private,6010,10,2,Sports Car,no,0,No,45,0,12,78103,F,No,Blue Collar,High School,229352,229352,6,6,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,.22780539
30094171,1997-07-20,0,0,0,0,36,Private,14910,1,2,Sedan,yes,1,No,51,0,8,33957,M,No,Manager,Bachelors,166754,166754,17,17,Urban,TRUE,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,.17772286
30095927,1999-05-18,1,32044,8363,0,39,Private,10650,8,2,SUV,no,2,Yes,33,1,10,23953,F,Yes,Clerical,High School,0,0,8,8,Urban,FALSE,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,.56485206
30109488,1993-06-28,0,0,0,0,35,Private,14130,10,1,Sports Car,no,1,No,44,0,12,92898,F,No,Lawyer,Masters,264737,264737,9,9,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.13764343
30145191,1996-10-06,0,0,0,0,34,Private,17440,6,1,SUV,no,2,No,45,2,15,77183,F,No,Lawyer,Masters,262380,262380,12,12,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.14124605
30150851,1994-02-02,0,0,0,0,44,Commercial,19390,17,2,Van,no,4,No,50,0,12,67782,M,No,Blue Collar,<High School,202324,202324,6,6,Rural,FALSE,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,.030652726
30154968,1998-07-30,0,0,0,0,40,Private,11010,1,1,SUV,no,0,No,46,0,12,23783,F,No,Clerical,High School,0,0,8,8,Rural,TRUE,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.12825096
30155784,1996-04-04,0,0,0,2,32,Private,22400,7,1,SUV,no,0,No,38,2,7,34984,F,No,Clerical,<High School,165512,165512,4,4,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.039491381
30162549,1995-01-07,0,0,0,2,21,Commercial,12560,10,2,Sports Car,no,0,No,38,3,16,30433,F,No,Blue Collar,<High School,137925,137925,1,1,Urban,FALSE,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,.62391496
30163098,1997-08-18,2,2548,0,0,29,Private,10280,14,2,Pickup,yes,2,No,31,1,10,56782,M,No,Professional,Bachelors,192337,192337,1,1,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,.19774942
30164190,1995-01-28,0,0,4979,0,16,Commercial,4800,4,1,Pickup,no,5,Yes,33,3,0,0,M,No,Student,High School,64786,64786,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,.61472416
30175657,1993-11-05,2,6003,0,0,30,Commercial,28300,7,1,Panel Truck,yes,0,No,54,0,10,136962,M,No,Unknown,Masters,NA,,12,12,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,
30179369,1994-04-18,0,0,0,0,21,Private,6550,4,1,Sports Car,no,0,No,48,0,NA,7,F,No,Student,High School,0,0,7,7,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.056443296
30182345,1995-02-18,0,0,0,0,47,Private,12120,1,1,SUV,no,0,No,52,0,14,106218,F,No,Lawyer,Masters,323804,323804,12,12,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.13699125
30184214,1996-10-07,1,3255,50818,1,45,Commercial,9200,4,1,Pickup,yes,10,Yes,38,2,13,39005,M,Yes,Blue Collar,<High School,0,0,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,.90511966
30187392,1994-11-10,2,40567,0,0,28,Private,24780,1,1,Sedan,no,5,No,47,0,14,,F,No,Clerical,<High School,119578,119578,NA,,Urban,FALSE,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,
30189783,1995-08-07,0,0,0,0,64,Commercial,12170,1,1,Sedan,yes,0,No,48,0,10,58716,M,No,Blue Collar,Bachelors,0,0,11,11,Rural,TRUE,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,.084221415
30192842,1997-03-10,1,5900,2877,0,32,Commercial,6190,6,2,Pickup,no,7,Yes,31,1,10,16715,M,Yes,Clerical,High School,85406,85406,1,1,Rural,FALSE,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,.22053032
30193960,1995-02-05,0,0,5704,0,31,Commercial,18020,1,1,SUV,no,0,Yes,49,0,12,106161,F,No,Blue Collar,Bachelors,282961,282961,16,16,Urban,TRUE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,.18823786
30205097,1994-01-09,0,0,5853,0,49,Private,13200,7,1,SUV,no,6,Yes,38,2,14,25570,F,Yes,Clerical,High School,0,0,1,1,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,.61982149
30212003,1998-11-15,2,3090,6035,0,44,Private,26180,7,2,Pickup,no,0,Yes,57,0,11,77631,F,No,Manager,High School,0,0,1,1,Urban,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.2952871
30216500,1993-08-08,0,0,0,0,30,Commercial,14110,10,1,Sedan,no,3,No,40,0,8,86091,M,No,Blue Collar,High School,0,0,1,1,Urban,FALSE,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,.42011872
30229727,1998-03-08,2,5722,6156,0,16,Commercial,12270,10,2,SUV,no,6,Yes,40,0,11,67700,F,No,Blue Collar,High School,0,0,1,1,Urban,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,.67881387
30248251,1995-03-18,0,0,0,0,26,Commercial,27160,4,3,Panel Truck,yes,2,No,50,0,14,112658,M,No,Unknown,Masters,301389,301389,17,17,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,.12440028
30251368,1995-03-24,0,0,0,0,50,Private,17640,4,2,SUV,no,3,No,43,0,10,,F,No,Clerical,<High School,0,0,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.086027712
30263873,1998-01-10,0,0,0,0,23,Private,9920,4,1,Sedan,no,3,No,48,0,11,36225,M,No,Manager,Masters,153355,153355,12,12,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,.15066037
30288202,1996-06-01,1,7258,5252,0,33,Commercial,18420,1,1,Van,no,2,Yes,34,4,NA,113522,M,Yes,Blue Collar,Bachelors,NA,,NA,,Urban,TRUE,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,
30297719,1997-11-22,0,0,0,0,42,Commercial,25040,6,1,Panel Truck,yes,3,No,54,0,7,170110,M,No,Unknown,PhD,438186,438186,22,22,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,.14142372
30312092,1994-02-08,0,0,0,0,14,Private,13570,1,2,SUV,no,3,No,45,0,12,54667,F,No,Lawyer,Masters,204364,204364,13,13,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.01655085
30332503,1996-10-22,1,7239,0,0,29,Private,33490,12,2,Sports Car,no,1,No,33,3,14,112762,F,No,Clerical,High School,274953,274953,8,8,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.11479417
30337769,1995-11-29,0,0,4782,1,32,Commercial,22930,6,1,Panel Truck,yes,0,Yes,40,2,16,16641,M,No,Student,Bachelors,0,0,10,10,Urban,FALSE,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,.41669729
30347950,1996-12-26,0,0,0,0,37,Private,23990,3,4,Sedan,yes,2,No,65,0,10,85894,M,No,Manager,Masters,302832,302832,19,19,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,.040705293
30349756,1993-12-22,0,0,0,0,48,Commercial,23510,9,1,Sports Car,no,0,No,54,0,14,97382,F,No,Blue Collar,Bachelors,308418,308418,15,15,Rural,FALSE,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,.021413047
30377289,1994-09-24,0,0,0,0,39,Private,8020,13,3,Pickup,yes,0,No,53,0,12,45432,M,No,Clerical,Bachelors,182320,182320,16,16,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,.074897222
30380173,1998-06-28,0,0,0,0,29,Commercial,10430,1,1,Sedan,yes,0,No,47,0,11,42303,M,No,Blue Collar,High School,199772,199772,1,1,Urban,TRUE,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,.45011726
30382414,1993-11-07,2,6646,864,0,40,Commercial,5800,5,1,Pickup,yes,5,Yes,43,0,8,66613,M,No,Unknown,Masters,197000,197000,16,16,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,.42141345
30393650,1996-02-27,0,0,0,1,13,Private,17090,1,2,SUV,no,2,No,38,3,14,48021,F,Yes,Clerical,High School,170963,170963,1,1,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,.43401405
30448145,1993-09-04,0,0,3075,0,14,Private,22880,4,1,Sedan,yes,0,Yes,38,0,12,27370,M,No,Clerical,High School,111642,111642,9,9,Urban,FALSE,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,.13746451
30474001,1994-07-19,1,6142,0,0,36,Commercial,29650,13,2,Panel Truck,no,2,No,57,0,15,126348,M,No,Unknown,Masters,368289,368289,17,17,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,.08576075
30474765,1997-12-10,0,0,0,0,26,Private,9700,10,1,SUV,no,1,No,46,0,15,36026,F,No,Professional,Bachelors,190921,190921,13,13,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.10655393
30486051,1994-01-30,0,0,22285,0,19,Private,15990,1,1,Sedan,no,2,Yes,33,3,0,0,F,Yes,Home Maker,<High School,0,0,6,6,Urban,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,.28547433
30490827,1994-07-23,0,0,0,0,55,Private,19900,4,2,Sedan,yes,1,No,50,0,8,52442,M,No,Professional,Bachelors,210062,210062,16,16,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,.11115749
30498360,1998-07-09,0,0,0,0,24,Private,6600,6,1,SUV,no,0,No,51,0,4,40481,F,No,Clerical,High School,0,0,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.050401252
30514516,1998-11-17,0,0,2729,0,54,Private,1500,18,2,SUV,yes,0,Yes,22,1,0,0,F,Yes,Home Maker,High School,53636,53636,1,1,Urban,FALSE,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,.37143326
30518099,1994-08-23,0,0,0,0,33,Commercial,8450,10,1,Pickup,no,0,No,54,0,13,63339,M,No,Blue Collar,High School,0,0,NA,,Rural,FALSE,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,
30523416,1995-08-24,0,0,0,0,26,Commercial,10360,7,2,Pickup,no,0,No,39,2,13,26840,M,Yes,Unknown,Masters,143884,143884,9,9,Urban,FALSE,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,.59521711
30534483,1997-11-25,0,0,0,0,49,Commercial,6920,6,1,Sedan,yes,0,No,45,0,6,9159,M,No,Student,High School,0,0,6,6,Rural,FALSE,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,.051495768
30538710,1996-02-21,1,1645,0,0,32,Commercial,19780,4,1,SUV,no,3,No,49,0,14,26301,F,No,Student,Bachelors,0,0,12,12,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,.43397418
30541006,1999-02-19,0,0,0,0,15,Private,14150,6,1,Sports Car,no,0,No,48,0,2,66784,F,No,Lawyer,Masters,234860,234860,20,20,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.079603389
30544747,1997-01-25,0,0,0,0,23,Commercial,21100,1,1,SUV,no,0,No,36,0,15,61462,F,No,Blue Collar,Bachelors,203940,203940,17,17,Urban,TRUE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,.19080554
30562092,1996-12-31,3,14074,0,0,32,Private,5590,6,2,SUV,no,0,No,49,0,13,46507,F,No,Professional,High School,153166,153166,7,7,Urban,FALSE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,.45224565
30569822,1998-02-23,3,957,0,0,34,Private,8910,20,2,SUV,no,5,No,48,0,9,43636,F,No,Student,Bachelors,0,0,14,14,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.3421075
30572298,1996-05-11,1,16816,1254,0,52,Commercial,6790,10,1,Sports Car,no,0,Yes,33,2,11,19894,F,No,Blue Collar,High School,156233,156233,7,7,Urban,FALSE,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,.71549648
30576473,1993-11-24,0,0,0,0,43,Private,15240,13,1,Sedan,no,2,No,38,0,9,23864,M,No,Clerical,<High School,0,0,1,1,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,.028033592
30579033,1999-05-17,0,0,0,0,71,Private,19610,3,2,Van,yes,0,No,51,0,15,128221,M,No,Lawyer,Masters,303037,303037,8,8,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,.21885423
30588870,1995-06-24,0,0,0,0,53,Private,12050,10,2,Pickup,yes,0,No,48,0,13,83477,M,No,Lawyer,Masters,275854,275854,17,17,Urban,FALSE,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,.16598511
30598387,1999-04-18,0,0,0,0,21,Private,5600,10,1,Sedan,no,1,No,41,0,13,40466,F,No,Clerical,High School,0,0,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.20481198
30602410,1996-05-16,2,10064,6726,1,5,Commercial,22230,4,2,Van,yes,0,Yes,43,2,11,77030,M,Yes,Unknown,PhD,233339,233339,21,21,Urban,FALSE,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,.26325819
30605565,1995-04-11,0,0,32059,0,78,Private,14350,6,2,SUV,no,0,Yes,52,0,8,57912,F,No,Lawyer,Masters,236693,236693,16,16,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.16742143
30608164,1998-06-20,0,0,0,0,27,Private,20760,11,1,SUV,no,4,No,46,0,11,104206,F,No,Lawyer,Masters,0,0,22,22,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.16449235
30612801,1998-03-19,1,37412,2382,0,25,Private,9370,4,4,SUV,no,0,Yes,53,0,12,25698,F,No,Clerical,<High School,213856,213856,1,1,Urban,FALSE,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,.29140517
30621102,1998-04-15,3,1109,4431,0,14,Private,8850,1,1,Pickup,yes,5,Yes,31,1,13,42492,M,No,Clerical,High School,163297,163297,8,8,Urban,TRUE,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,.35216635
30631860,1996-05-08,0,0,0,0,34,Private,5020,4,1,SUV,no,1,No,46,0,16,35231,F,No,Professional,High School,160852,160852,9,9,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.025903231
30632533,1994-06-08,0,0,0,1,30,Commercial,15930,1,2,Sedan,no,0,No,41,2,14,53358,M,Yes,Blue Collar,High School,194664,194664,6,6,Urban,TRUE,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,.41786373
30645743,1994-01-31,4,6550,0,0,50,Private,10330,10,1,Pickup,yes,2,No,53,0,15,74295,M,No,Manager,Bachelors,267509,267509,9,9,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,.21804678
30647374,1993-12-25,2,6941,0,0,25,Private,17050,13,1,SUV,no,0,No,54,0,11,101450,F,No,Lawyer,Masters,0,0,13,13,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.18780409
30647585,1995-08-31,2,3174,3636,0,57,Commercial,23420,4,1,Panel Truck,no,4,Yes,36,0,13,64755,M,No,Blue Collar,<High School,244414,244414,1,1,Urban,FALSE,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,.53040427
30651596,1998-11-30,3,23116,0,0,18,Commercial,24400,6,1,Panel Truck,yes,0,No,47,0,10,59963,M,No,Unknown,PhD,195091,195091,9,9,Urban,FALSE,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,.37586433
30657482,1995-03-03,0,0,0,0,11,Commercial,20300,3,1,Van,yes,0,No,39,0,10,92139,M,No,Manager,Bachelors,289351,289351,14,14,Urban,FALSE,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,.12478726
30658475,1998-09-27,1,6350,5963,0,34,Private,5480,18,1,Sedan,yes,5,Yes,31,0,5,14195,M,No,Clerical,<High School,122416,122416,1,1,Urban,FALSE,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,.22534889
30670685,1995-04-29,0,0,0,0,40,Private,14590,4,1,Sedan,no,0,No,49,0,15,,F,No,Lawyer,Masters,274564,274564,NA,,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,
30672976,1996-03-25,1,6902,41077,0,23,Private,24920,1,2,SUV,no,6,Yes,50,0,9,41696,F,No,Home Maker,Bachelors,210765,210765,11,11,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.253306
30673667,1998-05-02,0,0,4552,0,29,Private,21390,1,2,Van,yes,0,Yes,31,1,0,0,M,No,Student,<High School,0,0,1,1,Urban,TRUE,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,.26769301
